"","setting","scale_s","scale_t","sill"
"1",0,1.05885636033395,1.08064142512522,1.02925122551411
"2",1,1.02676926232841,1.00214190930657,0.999589772305059
"3",2,1.08403057247583,1.04914741761093,0.997488863087173
"4",3,1.0518768535837,1.04673530375119,1.02273045940977
"5",4,1.034651332212,1.05634820613383,1.02691782096661
"6",0,1.13670073416063,1.10386234968573,1.05771357448534
"7",1,1.03379556293319,1.02209534970793,0.996304193396572
"8",2,1.05712805473793,0.982310604722666,0.995033194282158
"9",3,1.13155351171306,1.1048921058999,1.05302253369562
"10",4,1.11037613103089,1.04309731182009,1.03226680113109
"11",0,1.02887257714543,1.09635983212834,1.00810367723379
"12",1,1.05265262126324,1.00232815831391,1.02421247402327
"13",2,1.10130090218637,0.999624579514808,1.05509637656454
"14",3,1.02747627048405,1.0317417301569,1.00503716733476
"15",4,1.07001034571237,1.113711231361,1.03400940721187
"16",0,1.01657673738514,1.16669167574935,0.985346704682524
"17",1,1.02731462164724,1.11215091475007,1.03149714595578
"18",2,1.02061083764953,1.08478299941948,1.04247544262086
"19",3,0.995616681955106,1.0804181216922,0.98495110845192
"20",4,1.02843103196584,1.08889407371031,1.02418513114644
"21",0,1.03901312780326,0.978632692004148,1.02965741579213
"22",1,1.0768423736474,0.988808156465607,1.0378503438564
"23",2,1.16239573162547,0.998096926030685,1.07160554333861
"24",3,1.04435421433891,1.02429368469828,1.02861410316643
"25",4,1.07602487866746,0.998218714980082,1.02739456505709
"26",0,1.1427283451619,1.05133534245203,1.03665356647678
"27",1,1.09270150599076,0.996541761823698,0.975003827498453
"28",2,1.0528669355604,0.988445180939175,0.969377613248779
"29",3,1.13733849545897,1.0494347769822,1.03414649032211
"30",4,1.09206192195149,1.06552300276175,1.02199306844509
"31",0,1.08596527219928,1.02394339289179,1.01611616989355
"32",1,1.05293186171419,1.03319079384697,1.00141028911989
"33",2,1.12326335615407,1.04742190857411,1.01620588325972
"34",3,1.08271307304853,1.07674438243927,1.01124114535369
"35",4,1.06882916072422,1.11509851371054,1.02687071645604
"36",0,1.02218197348421,1.16747220722882,0.98619780422625
"37",1,1.05043079910391,1.11404027197277,0.939049169095601
"38",2,1.02639447946288,1.13608067294121,0.945683260615387
"39",3,1.01865434834187,1.12939463127152,0.990401106480943
"40",4,1.03888135541563,1.08440335092591,0.937483534319335
"41",0,1.05194045093236,1.05519770215596,1.00322773494462
"42",1,1.00622597336275,1.00426867714298,0.933983706779384
"43",2,1.0139357266499,1.0539026533738,0.923134704913776
"44",3,1.05655871281744,1.10817745383039,1.0143830208779
"45",4,1.00587085949196,0.987055662000371,0.944633825967488
"46",0,0.999259631821131,0.886776524105318,1.01878016580813
"47",1,1.07082931935614,0.851136503487619,0.98149487836877
"48",2,1.00884904355448,0.862623430995946,0.957445327104299
"49",3,1.02223519410988,0.906648104794201,1.02516396349884
"50",4,1.02171164167603,0.85925925699777,0.991642629884571
"51",0,1.02830445147363,1.09560553335865,0.993749717994066
"52",1,1.05856764829168,1.21980760229444,1.06221567575065
"53",2,1.16041326839091,1.30190281180651,1.13622385832185
"54",3,1.03320333331736,1.10051248219805,1.0026896269809
"55",4,1.03312045372802,1.12950326365664,1.02794992484611
"56",0,1.10909890829573,1.06918969939521,0.99373139187334
"57",1,1.04689133755895,0.979005803799893,0.930818770451166
"58",2,1.03921252468708,1.00352647807713,0.954532357681366
"59",3,1.09015047961377,1.10333614752195,0.986650155298604
"60",4,1.0791607473891,1.04127155667881,0.975085813213851
"61",0,0.97641146682287,0.978412228682851,0.991733053893973
"62",1,1.03731063989546,0.996801228384037,0.953941986825961
"63",2,1.02259855425304,1.10758972752652,0.931303789974259
"64",3,0.986959006129039,0.921359654537562,0.986770490372232
"65",4,0.996150665368891,1.03309167105137,0.974027796984737
"66",0,1.02421033766402,0.995814621753988,0.94477040310002
"67",1,0.99780041496183,0.971042297310298,0.922797060310119
"68",2,1.03550517161596,1.03685018763311,0.963718690907016
"69",3,1.01616419044184,0.994002661472589,0.944240413960439
"70",4,1.01072716904801,1.02927553919461,0.929107380755787
"71",0,1.07641079673822,1.06113197951843,1.01226946390515
"72",1,1.0486966024082,1.03193170742343,1.02615495147709
"73",2,1.13001426708298,1.09703214130305,1.09241901137011
"74",3,1.0695277596397,1.03164893668938,1.00747801895892
"75",4,1.08917195741607,1.03595474495802,1.03759668514286
