"","setting","scale_s","scale_t","sill"
"1",0,1.37109081581742,0.158324806623401,1.05010679239319
"2",1,1.30366257295584,0.152968481825673,0.996165092612413
"3",2,1.35587791389348,0.247741572443001,1.0104793680397
"4",3,1.36714350871813,0.201109107972337,1.05065256417283
"5",4,1.32486973643071,0.194712612346819,1.03798801495611
"6",0,1.30832108624618,0.202004531496397,0.960721790291873
"7",1,1.23899672857001,0.215677063300542,0.922893664483037
"8",2,1.10116169892812,0.203818564539528,0.858259630540609
"9",3,1.30871213577648,0.264499551168257,0.962346726998025
"10",4,1.29762454897597,0.213559861082706,0.957855459287023
"11",0,1.39079420686061,0.274757365538652,1.0402611682325
"12",1,1.47104471402973,0.323763139924463,1.08948287705522
"13",2,1.51492072786911,0.299786215314197,1.13947975310512
"14",3,1.37238262453372,0.228245955637187,1.03370518494448
"15",4,1.45930706587221,0.355560202854628,1.09028637152198
"16",0,1.34822987945489,0.292110686196921,0.998208923942359
"17",1,1.39669736630994,0.344185803212886,1.06194465577032
"18",2,1.34492910261359,0.265835992279521,1.02492996320028
"19",3,1.33550929108377,0.255442102585318,1.00018512940021
"20",4,1.33761697387473,0.251782853780863,1.02665039356193
"21",0,1.35562675000631,0.176463100688672,1.05237379711167
"22",1,1.34436637312817,0.138281065659386,1.02965406225131
"23",2,1.45083801391484,0.144004819447846,1.11521290245309
"24",3,1.35957749490477,0.195614522590277,1.05335560608321
"25",4,1.34466361933827,0.1473723796431,1.0234870107381
"26",0,1.35186198684812,0.297943999579124,1.00165475883973
"27",1,1.23474910516181,0.180715545607111,0.89910351908905
"28",2,1.23984901763202,0.19685448146827,0.913908937420204
"29",3,1.35223903715058,0.206689897587888,0.997534299759342
"30",4,1.26521317601609,0.162481134009076,0.959208157067429
"31",0,1.37416163295813,0.175463099651462,1.01085671049644
"32",1,1.43767098442788,0.300116169236621,1.05007687689626
"33",2,1.53845306713737,0.283080237057731,1.08695764002639
"34",3,1.37511498379597,0.233488474377394,1.01237139336821
"35",4,1.400829987905,0.298509051006599,1.0448489327079
"36",0,1.32354679481016,0.343168267927518,0.996673287325099
"37",1,1.38274218745987,0.247766301603602,0.948230000225807
"38",2,1.29959907322165,0.239206692080489,0.908688921448679
"39",3,1.33748149030465,0.201398185723417,0.994500972559758
"40",4,1.44309254528674,0.240855883483939,0.994254091103598
"41",0,1.26458938134045,0.271216960248628,0.967857918847462
"42",1,1.21909907938166,0.245282121755517,0.909759613576894
"43",2,1.25619754919498,0.261751965540582,0.913406871937336
"44",3,1.27297603923585,0.209317180819383,0.978651321326382
"45",4,1.23166829013451,0.214676203233662,0.925467017085956
"46",0,1.3333493770688,0.188628404553225,1.01003762096521
"47",1,1.48174668348835,0.167707435444388,1.06408435099477
"48",2,1.41113949022517,0.162981463045628,1.04553983006062
"49",3,1.34187499537022,0.17683124767173,1.01836224108813
"50",4,1.44362274595287,0.159958956575273,1.05100013017623
"51",0,1.20062826075347,0.240883708604672,0.942830594816994
"52",1,1.28750955867029,0.230035790659738,1.00228264466517
"53",2,1.15815241358426,0.247894446883103,0.960143666946482
"54",3,1.20452093276382,0.233567595534659,0.945509728010434
"55",4,1.22920023592749,0.238167148817058,0.981399628480629
"56",0,1.50365595916513,0.281259193710943,1.05286822204703
"57",1,1.37610712683549,0.273033411669633,0.966832958816271
"58",2,1.49444581270733,0.242117574117874,1.05723028340972
"59",3,1.48921318248598,0.354969205505384,1.05170042161743
"60",4,1.42576143980687,0.271273962984194,1.00464638639985
"61",0,1.29943707718075,0.15067540782969,0.987370614008114
"62",1,1.33410579804003,0.179707750668895,0.952894287735605
"63",2,1.21890143682291,0.30753470793745,0.867093118892653
"64",3,1.29489718178578,0.133728352217851,0.980511417244011
"65",4,1.28039404582484,0.175859352579795,0.95573362409319
"66",0,1.38139253474754,0.127681866218864,0.987639136572482
"67",1,1.34171887327881,0.111806640629308,0.970247495007126
"68",2,1.37630115159561,0.0866890886105919,1.02293890916867
"69",3,1.37695138134301,0.132976983872209,0.985587757793809
"70",4,1.36292334278068,0.107064314901827,0.989865830919099
"71",0,1.32185227146878,0.15643609238235,0.993256933167378
"72",1,1.24935300331377,0.10379088783852,0.977477160692839
"73",2,1.19499041940555,0.220657919186848,0.988751323707426
"74",3,1.31017775739211,0.153556423009085,0.980888852223516
"75",4,1.32584725549727,0.12453350401967,1.01029864910163
"76",0,1.3561142990405,0.305281234118287,0.999611204048876
"77",1,1.39078928373907,0.277529452676532,1.02373814437336
"78",2,1.4721037678475,0.422315229124466,1.10285896217762
"79",3,1.35978936962175,0.268772347601451,1.00179398023031
"80",4,1.3743069460001,0.290696837984761,1.01917764978489
"81",0,1.41480804305264,0.241862132925924,1.00501633318239
"82",1,1.57777122621857,0.423903381695426,1.03555246229517
"83",2,1.54913019443413,0.352094054124766,1.04512039393357
"84",3,1.39586628296443,0.28923409304183,0.997827901780169
"85",4,1.48296403369549,0.322984945539723,1.00726774857892
"86",0,1.42054816235528,0.417923406402421,1.05679472629684
"87",1,1.59179235069885,0.28612057720066,1.14709350394562
"88",2,1.36332282642241,0.191478534770675,1.02648616796078
"89",3,1.42660761005111,0.218987149719208,1.04404035505242
"90",4,1.49071331270835,0.253335713384951,1.08499343802744
"91",0,1.3189899914423,0.136200719423253,0.981633685058942
"92",1,1.35434107444307,0.189845261741511,0.95203087669314
"93",2,1.31905960815703,0.146439674830249,0.89929881895138
"94",3,1.32839689535873,0.20422951485264,0.989576500659193
"95",4,1.30532815758391,0.157440962632749,0.957198891382412
"96",0,1.2984403429209,0.121007319290791,0.973332974858418
"97",1,1.30089472274622,0.196815117206944,0.981652286955202
"98",2,1.30869753580243,0.180630771317244,0.996981214302684
"99",3,1.29201647440051,0.155708002299535,0.966594968390034
"100",4,1.31314003933266,0.189449837011708,0.973466827192975
"101",0,1.44304900131462,0.286686451614612,1.06618028168907
"102",1,1.45581049627663,0.343110866205427,1.09352158343707
"103",2,1.32676755701003,0.161112318579667,1.04812826906388
"104",3,1.42864920843566,0.312142542308187,1.06668182673282
"105",4,1.43594069103832,0.264708407640658,1.07493658245777
"106",0,1.27853068897256,0.0935174464167593,0.974589801012523
"107",1,1.2676028976405,0.180228719880474,0.981563319742
"108",2,1.31448966249242,0.200211394759747,1.01861112352213
"109",3,1.27805654715221,0.134409725569723,0.972225479460762
"110",4,1.29867415100264,0.138072162243218,0.986483592377182
"111",0,1.36754810475488,0.207053877014745,1.02719546765068
"112",1,1.61410366804123,0.170109129716376,1.15992944164818
"113",2,1.64785126608776,0.23136594533598,1.19591398975674
"114",3,1.36674083348588,0.171028447288998,1.02806029901393
"115",4,1.45423920957601,0.176315645595513,1.06694552359247
"116",0,1.28892646161951,0.228634533311565,0.968195476151425
"117",1,1.37891547763751,0.217432259195607,1.01534572519659
"118",2,1.428343419212,0.294858822524095,1.04925189998813
"119",3,1.2980331108905,0.218342969051264,0.973606458441667
"120",4,1.31866776287761,0.187622226142121,0.989842144728157
"121",0,1.45871479785471,0.152434807903154,1.04009584336348
"122",1,1.50254480289707,0.195011095336828,1.08624061348204
"123",2,1.3958585357683,0.165545712828885,1.01069512045349
"124",3,1.43924643582956,0.160778216814717,1.0253994605021
"125",4,1.47782168365994,0.144504227458205,1.06526720794976
"126",0,1.4467609432254,0.271929549320627,1.06779395282659
"127",1,1.5591123414811,0.354914827694568,1.16691985020371
"128",2,1.64670517528377,0.380858640725721,1.23735128342874
"129",3,1.46906780818265,0.259195158614287,1.08640540430586
"130",4,1.51150826423996,0.288006586152648,1.12231592879414
"131",0,1.17918564953478,0.139539225061946,0.89496322603946
"132",1,1.20129150426504,0.04449398862018,0.932228900331863
"133",2,1.23226601450724,0.0260049546862684,0.929509016714202
"134",3,1.186347683193,0.142033762597406,0.900483598177369
"135",4,1.21141406616108,0.0642960501201769,0.931726925241579
"136",0,1.20669594570906,0.186679868515512,0.924393574083385
"137",1,1.16889074161612,0.072711047963474,0.888020395300975
"138",2,1.2051516920526,0.108641820815799,0.868661379441694
"139",3,1.21516050318072,0.167156376744381,0.927430580874848
"140",4,1.17946425357034,0.139313415217968,0.904203501434828
"141",0,1.41259703233547,0.161081995829098,1.0416152817349
"142",1,1.48384565429529,0.19498596490181,1.04790275222865
"143",2,1.54414875702424,0.133149112292153,1.08948680184088
"144",3,1.40132703120154,0.233440169859545,1.03442982900693
"145",4,1.4743176594097,0.214412450361064,1.06322925506946
"146",0,1.24602099156494,0.159851613230626,0.939808571364325
"147",1,1.25783812996342,0.170777080632379,0.904830808182145
"148",2,1.30154603346644,0.156446390974913,0.8977023022836
"149",3,1.2272561757333,0.21292637420226,0.92954323969458
"150",4,1.25666029873837,0.203474197065233,0.906268064087741
"151",0,1.15584080123575,0.129248772176192,0.894827994529553
"152",1,1.17405206041265,0.0655927674576105,0.924974302593245
"153",2,1.0363008287884,0.045504911898901,0.860476572023031
"154",3,1.15456282468458,0.10679824187055,0.891807692329655
"155",4,1.18434492231607,0.0891593754017357,0.929616328940827
"156",0,1.34521396327132,0.0923237604339749,0.996573575375628
"157",1,1.38565086421267,0.136290110227577,0.955543176933002
"158",2,1.40886950165362,0.220831592197163,0.976751755508145
"159",3,1.34534550927636,0.115318781868229,0.989900373937822
"160",4,1.42159649944282,0.150187727400124,1.00345953567838
"161",0,1.34866247792126,0.150617965229411,0.995655685767312
"162",1,1.30884680563936,0.173717903881198,0.965956977059633
"163",2,1.39975348636645,0.185370238095388,1.02398024279987
"164",3,1.36105226956174,0.171834830940076,1.00269146755451
"165",4,1.32165541364244,0.126082639501406,0.99380317320294
"166",0,1.2790042170783,0.193144717483202,0.991622278665263
"167",1,1.35148312898759,0.216105841599802,1.05976810411287
"168",2,1.22401087830177,0.143731557042077,0.99730950973746
"169",3,1.28123963398928,0.180132134527795,0.992498502283774
"170",4,1.29156218331062,0.175913646721959,0.996534317265305
"171",0,1.35569188769228,0.260044559160682,1.0107258581648
"172",1,1.3111165670105,0.127058056057879,0.963497740959941
"173",2,1.27033384301191,0.178072200592417,0.936039123146837
"174",3,1.35683664583926,0.164190253539181,1.0066588287047
"175",4,1.37805174329451,0.214671054602101,1.01095223831616
"176",0,1.28431312237536,0.268433705089205,0.952667592507322
