"","setting","scale_s","scale_t","sill"
"1",0,0.976019964095382,0.864050978589886,0.986331745014967
"2",1,0.953880112666645,0.85266072080958,0.94603019752552
"3",2,0.8573395423611,0.822973829289413,0.937961262640246
"4",3,0.949977362243994,0.903427842995072,0.973641467042065
"5",4,0.929452318886487,0.876874012294152,0.964985291799847
"6",0,1.08817469378292,1.20860895215786,1.00086617570099
"7",1,1.00023424011667,1.08407765922027,0.987468438488851
"8",2,1.03082077440795,1.14415459169487,0.988588632219761
"9",3,1.07324936062249,1.13796577360479,0.992620592329432
"10",4,0.954555095352217,1.09133651102786,0.949284828899235
"11",0,1.11304471588949,1.08516354979505,1.03312301645302
"12",1,1.01656462660161,1.04430091573941,1.01709898980336
"13",2,1.01889325737922,1.04165338281404,1.06068154480783
"14",3,1.10712211847468,1.10588551927752,1.04060727940095
"15",4,1.11125016407775,1.17943477752412,1.04930549681709
"16",0,0.980046045631561,0.891013987918985,0.990861547115082
"17",1,0.962138295116911,0.944834483952928,0.990237277663307
"18",2,0.999864102159622,1.03953439242227,1.00292656621451
"19",3,0.988600795448044,1.00502790784216,0.993871062959914
"20",4,1.00584320718007,1.01886502489871,1.00694927853596
"21",0,0.91614533370781,0.985675324640136,0.944989237096614
"22",1,0.88657189567614,0.933486868888104,0.953757018336542
"23",2,0.919796432405936,0.908176452066568,0.933369129108217
"24",3,0.932652540031526,1.00619927356368,0.950803024664811
"25",4,0.853469412169587,0.953615221814999,0.925967332471473
"26",0,1.02488633004947,1.00871057505834,1.00422553745486
"27",1,1.04721622344546,1.01610686482846,1.03245009549086
"28",2,1.11583028988327,1.13007311849732,0.988114506247205
"29",3,1.02120064936146,0.980272755295344,1.00705027951847
"30",4,1.09079847621556,0.993892925328681,1.04768361576787
"31",0,1.06100329213017,1.1290001125644,0.989700745448822
"32",1,1.15017726591752,1.19914434164164,1.00516047569741
"33",2,1.2502235291686,1.35580910792128,1.04518428666423
"34",3,1.05360312698794,1.11576923509601,0.992514342104752
"35",4,1.2087107978695,1.21863235243639,1.0138527987092
"36",0,1.10667874922224,1.18563256620285,0.994942018354319
"37",1,1.01588205400224,0.966101776567583,0.966844707136404
"38",2,1.01671162651303,0.971576242989807,0.959289311193689
"39",3,1.03151597322685,1.07654772548973,0.994223018349564
"40",4,1.00099647326897,0.995631137615884,0.959937385526022
"41",0,0.982048757766092,1.17858027179127,1.03425521246597
"42",1,1.00693467570998,1.0144268909296,1.01293697260404
"43",2,0.967185178445835,1.0620810471345,1.01744005576236
"44",3,1.03711972304202,1.16702788341758,1.05470192798913
"45",4,1.02954205913351,1.09992191533999,1.02797473346608
"46",0,0.989382603780876,1.14495530589214,0.987366190411262
"47",1,1.04991104549436,1.08865053112293,0.985324708917932
"48",2,0.98065143773347,1.09218031470832,1.0157485369174
"49",3,1.00603633178033,1.06752364236523,0.984379959259244
"50",4,1.00908149668628,1.099471137019,1.00711022620306
"51",0,1.03936308800302,1.0141198510088,0.992863770365882
"52",1,1.01202198782959,1.06758932734899,1.00503654292071
"53",2,1.04150188435439,0.99557160276232,0.980767574006411
"54",3,1.03511214828098,1.07313013685143,0.994187971638792
"55",4,0.975859461145715,1.09825120318625,0.977809523330793
"56",0,0.952136272315997,0.957535099864062,0.909872738666226
"57",1,0.983574739107121,1.01708579478691,0.928209601067107
"58",2,1.00680296231311,1.09182808629373,0.909385497331237
"59",3,0.985658238789207,0.957349583788836,0.908512936386468
"60",4,0.968153913452506,0.985988102914767,0.903829532170265
"61",0,1.05177151562013,0.863434123034872,0.985963566459541
"62",1,0.90258397082789,0.951111965655608,0.950591919284308
"63",2,1.0680967027451,0.964898240957012,0.996221726986849
"64",3,1.05091543175516,0.931277209020815,0.996848503793109
"65",4,0.960920715113888,0.933885897463404,0.959664115481597
"66",0,1.13147254463446,1.05445950375603,1.01348474564552
