"","setting","scale_s","scale_t","sill"
"1",0,1.28708663762862,0.0614424696920197,0.980026372382735
"2",1,1.16502017701476,0.0313962493963327,0.929315634736766
"3",2,1.12879036901472,0.0435193007612596,0.901388050969003
"4",3,1.25015418937337,0.0478388370115504,0.956849763046583
"5",4,1.29769627409561,0.0847879757258921,0.96197121004785
"6",0,1.36098440282671,0.31143817628431,0.994151091778793
"7",1,1.26948566638877,0.200291841959928,0.95906441668067
"8",2,1.2164848565175,0.108775195345311,0.956959410783983
"9",3,1.15927581674955,0.201725976280605,0.918103574322535
"10",4,1.19177886557315,0.192551873582884,0.939274325619442
"11",0,1.42838435161698,0.224832518614772,1.03490495960439
"12",1,1.3442289442169,0.195372409863685,1.0534831844197
"13",2,1.41352743100276,0.237785131035446,1.05714777804136
"14",3,1.41815331158442,0.322077826478489,1.0426990036015
"15",4,1.32794075938184,0.183812273406946,0.999033396762208
"16",0,1.26787725215159,0.110096722413031,0.978682533082028
"17",1,1.21865272088852,0.207000765745567,0.970431138783629
"18",2,1.19005597745519,0.130269748056981,1.00023104551356
"19",3,1.25271335344308,0.206252416993008,0.989668208032894
"20",4,1.2462076896939,0.154706748693132,0.987893417339241
"21",0,1.19415372869948,0.186382000817334,0.929775698902227
"22",1,1.22629689283459,0.077150764103472,0.926055199704258
"23",2,1.11312975356318,0.134074594998674,0.913496445002458
"24",3,1.11046410257832,0.110723665685323,0.906887359495634
"25",4,1.12710676831462,0.101500626581186,0.936218935980755
"26",0,1.31364157542604,0.166985191419348,1.00479825297474
"27",1,1.40186100245752,0.275637660642688,0.985730262700364
"28",2,1.48887872509424,0.374993008124775,1.02393252843369
"29",3,1.37421381840544,0.182014547104459,1.05245229015502
"30",4,1.42162285167768,0.213692806569454,1.06239705591202
"31",0,1.37324244153742,0.202466341444814,0.978412160040459
"32",1,1.58490116581776,0.484608710105249,1.04915248782276
"33",2,1.60580781505433,0.598996592519583,1.07501961933478
"34",3,1.50316949399749,0.359484013239955,1.01545985418865
"35",4,1.5785930648649,0.449910091462579,1.03691451693946
